Category,Name of medicine,EMA product number,Medicine status,Opinion status,Latest procedure affecting product information,International non-proprietary name (INN) / common name,Active substance,Therapeutic area (MeSH),"Species
(veterinary)",Patient safety,ATC code (human),ATCvet code (veterinary),"Pharmacotherapeutic group
(human)","Pharmacotherapeutic group
(veterinary)",Therapeutic indication,Accelerated assessment,Additional monitoring,Advanced therapy,Biosimilar,Conditional approval,Exceptional circumstances,Generic,Orphan medicine,PRIME: priority medicine,Marketing authorisation developer / applicant / holder,European Commission decision date,Start of rolling review date,Start of evaluation date,Opinion adopted date,Withdrawal of application date,Marketing authorisation date,Refusal of marketing authorisation date,Withdrawal / expiry / revocation / lapse of marketing authorisation date,Suspension of marketing authorisation date,Revision number,First published date,Last updated date,Medicine URL
Human,Docetaxel Kabi,EMEA/H/C/002325,Authorised,,VR/0000282406,docetaxel,docetaxel,"Head and Neck Neoplasms;Carcinoma, Non-Small-Cell Lung;Adenocarcinoma;Prostatic Neoplasms;Breast Neoplasms",,No,L01CD02,,Antineoplastic agents,,"Breast cancer Docetaxel Kabi in combination with doxorubicin and cyclophosphamide is indicated for the adjuvant treatment of patients with:  operable node-positive breast cancer; operable node-negative breast cancer.  For patients with operable node-negative breast cancer, adjuvant treatment should be restricted to patients eligible to receive chemotherapy according to internationally established criteria for primary therapy of early breast cancer. Docetaxel Kabi in combination with doxorubicin is indicated for the treatment of patients with locally advanced or metastatic breast cancer who have not previously received cytotoxic therapy for this condition. Docetaxel Kabi monotherapy is indicated for the treatment of patients with locally advanced or metastatic breast cancer after failure of cytotoxic therapy. Previous chemotherapy should have included an anthracycline or an alkylating agent. Docetaxel Kabi in combination with trastuzumab is indicated for the treatment of patients with metastatic breast cancer whose tumours overexpress HER2 and who previously have not received chemotherapy for metastatic disease. Docetaxel Kabi in combination with capecitabine is indicated for the treatment of patients with locally advanced or metastatic breast cancer after failure of cytotoxic chemotherapy. Previous therapy should have included an anthracycline. Non-small-cell lung cancer Docetaxel Kabi is indicated for the treatment of patients with locally advanced or metastatic non-small-cell lung cancer after failure of prior chemotherapy. Docetaxel Kabi in combination with cisplatin is indicated for the treatment of patients with unresectable, locally advanced or metastatic non-small-cell lung cancer, in patients who have not previously received chemotherapy for this condition. Prostate cancer Docetaxel Kabi in combination with prednisone or prednisolone is indicated for the treatment of patients with castration-resistant metastatic prostate cancer. Docetaxel Kabi in combination with androgen-deprivation therapy (ADT), with or without prednisone or prednisolone, is indicated for the treatment of patients with metastatic hormone-sensitive prostate cancer. Gastric adenocarcinoma Docetaxel Kabi in combination with cisplatin and 5-fluorouracil is indicated for the treatment of patients with metastatic gastric adenocarcinoma, including adenocarcinoma of the gastroesophageal junction, who have not received prior chemotherapy for metastatic disease. Head and neck cancer Docetaxel Kabi in combination with cisplatin and 5-fluorouracil is indicated for the induction treatment of patients with locally advanced squamous cell carcinoma of the head and neck.",No,No,No,No,No,No,Yes,No,No,Fresenius Kabi Deutschland GmbH,2025/4/8,,,15/03/2012,,22/05/2012,,,,16,2018/2/7,2025/4/8,https://www.ema.europa.eu/en/medicines/human/EPAR/docetaxel-kabi
Human,Armisarte (previously Pemetrexed Actavis),EMEA/H/C/004109,Authorised,,PSUSA/00002330/202402,pemetrexed,pemetrexed diacid monohydrate,"Carcinoma, Non-Small-Cell Lung;Mesothelioma",,No,L01BA04,,Antineoplastic agents,,Malignant pleural mesothelioma Pemetrexed in combination with cisplatin is indicated for the treatment of chemotherapy naïve patients with unresectable malignant pleural mesothelioma. Non-small cell lung cancer Pemetrexed in combination with cisplatin is indicated for the first line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology. Pemetrexed is indicated as monotherapy for the maintenance treatment of locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology in patients whose disease has not progressed immediately following platinum-based chemotherapy. Pemetrexed is indicated as monotherapy for the second line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology.,No,No,No,No,No,No,No,No,No,Actavis Group PTC ehf,2024/12/12,,,19/11/2015,,18/01/2016,,,,16,2018/10/4,25/07/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/armisarte
Human,Lorviqua,EMEA/H/C/004646,Authorised,,R/0040,lorlatinib,Lorlatinib,"Carcinoma, Non-Small-Cell Lung",,No,L01ED05,,Antineoplastic agents;Protein kinase inhibitors,,Lorviqua as monotherapy is indicated for the treatment of adult patients with anaplastic lymphoma kinase (ALK)?positive advanced non?small cell lung cancer (NSCLC) previously not treated with an ALK inhibitor. Lorviqua as monotherapy is indicated for the treatment of adult patients with ALK?positive advanced NSCLC whose disease has progressed after:  alectinib or ceritinib as the first ALK tyrosine kinase inhibitor (TKI) therapy; or crizotinib and at least one other ALK TKI.,No,No,No,No,No,No,No,No,No,Pfizer Europe MA EEIG,2025/8/5,,,28/02/2019,,2019/6/5,,,,15,17/06/2019,23/06/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/lorviqua
Human,Pazenir,EMEA/H/C/004441,Authorised,,VR/0000278406,paclitaxel,paclitaxel,Breast Neoplasms,,No,L01CD01,,Antineoplastic agents,,"Pazenir monotherapy is indicated for the treatment of metastatic breast cancer in adult patients who have failed first-line treatment for metastatic disease and for whom standard, anthracycline containing therapy is not indicated. Pazenir in combination with carboplatin is indicated for the first-line treatment of non-small cell lung cancer in adult patients who are not candidates for potentially curative surgery and/or radiation therapy.",No,No,No,No,No,No,Yes,No,No,ratiopharm GmbH,19/06/2025,,,28/02/2019,,2019/6/5,,,,10,23/05/2019,19/06/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/pazenir
Human,Rozlytrek,EMEA/H/C/004936,Authorised,,PSUSA/00010874/202406,entrectinib,Entrectinib,"Cancer;Carcinoma, Non-Small-Cell Lung",,No,L01EX14,,Antineoplastic agents,,"Rozlytrek as monotherapy is indicated for the treatment of adult and paediatric patients 12 years of age and older with solid tumours expressing a neurotrophic tyrosine receptor kinase (NTRK) gene fusion,  who have a disease that is locally advanced, metastatic or where surgical resection is likely to result in severe morbidity, and who have not received a prior NTRK inhibitor who have no satisfactory treatment options.  Rozlytrek as monotherapy is indicated for the treatment of adult patients with ROS1 positive, advanced non small cell lung cancer (NSCLC) not previously treated with ROS1 inhibitors.",No,Yes,No,No,Yes,No,No,No,Yes,Roche Registration GmbH,24/03/2025,,,28/05/2020,,31/07/2020,,,,11,2020/11/9,2025/10/6,https://www.ema.europa.eu/en/medicines/human/EPAR/rozlytrek
Human,Apexelsin,EMEA/H/C/005997,Authorised,,VR/0000272569,paclitaxel,paclitaxel,"Breast Neoplasms;Pancreatic Neoplasms;Carcinoma, Non-Small-Cell Lung",,No,L01CD01,,Antineoplastic agents,,"Apexelsin monotherapy is indicated for the treatment of metastatic breast cancer in adult patients who have failed first-line treatment for metastatic disease and for whom standard, anthracycline containing therapy is not indicated. Apexelsin in combination with gemcitabine is indicated for the first-line treatment of adult patients with metastatic adenocarcinoma of the pancreas. Apexelsin in combination with carboplatin is indicated for the first-line treatment of non-small cell lung cancer in adult patients who are not candidates for potentially curative surgery and/or radiation therapy.",No,Yes,No,No,No,No,Yes,No,No,Whiteoak Pharmaceutical B.V.,2025/10/6,,,30/05/2024,,24/07/2024,,,,2,31/05/2024,2025/10/6,https://www.ema.europa.eu/en/medicines/human/EPAR/apexelsin
Human,Pemetrexed medac,EMEA/H/C/003905,Authorised,,VR/0000261770,pemetrexed,pemetrexed,"Carcinoma, Non-Small-Cell Lung;Mesothelioma",,No,L01BA04,,Folic acid analogues;Antineoplastic agents,,Malignant pleural mesothelioma Pemetrexed medac in combination with cisplatin is indicated for the treatment of chemotherapy naïve patients with unresectable malignant pleural mesothelioma. Non-small cell lung cancer Pemetrexed medac in combination with cisplatin is indicated for the first line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology. Pemetrexed medac is indicated as monotherapy for the maintenance treatment of locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology in patients whose disease has not progressed immediately following platinum-based chemotherapy. Pemetrexed medac is indicated as monotherapy for the second line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology.,No,No,No,No,No,No,Yes,No,No,medac Gesellschaft für klinische Spezialpräparate mbH,28/05/2025,,,23/09/2015,,26/11/2015,,,,9,18/05/2018,28/05/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/pemetrexed-medac
Human,Alunbrig,EMEA/H/C/004248,Authorised,,II/0056,brigatinib,brigatinib,"Carcinoma, Non-Small-Cell Lung",,No,L01XE43,,Antineoplastic agents,,Alunbrig is indicated as monotherapy for the treatment of adult patients with anaplastic lymphoma kinase (ALK)?positive advanced non?small cell lung cancer (NSCLC) previously not treated with an ALK inhibitor. Alunbrig is indicated as monotherapy for the treatment of adult patients with anaplastic lymphoma kinase ALKpositive advanced NSCLC previously treated with crizotinib.,No,No,No,No,No,No,No,No,No,Takeda Pharma A/S,13/03/2025,,,19/09/2018,,22/11/2018,,,,10,26/11/2018,25/04/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/alunbrig
Human,Giotrif,EMEA/H/C/002280,Authorised,,VR/0000261894,afatinib,afatinib,"Carcinoma, Non-Small-Cell Lung",,No,L01XE13,,Antineoplastic agents,,Giotrif as monotherapy is indicated for the treatment of  Epidermal Growth Factor Receptor (EGFR) TKI-naïve adult patients with locally advanced or metastatic non-small cell lung cancer (NSCLC) with activating EGFR mutation(s); locally advanced or metastatic NSCLC of squamous histology progressing on or after platinum-based chemotherapy.,No,No,No,No,No,No,No,No,No,Boehringer Ingelheim International GmbH,31/03/2025,,,25/07/2013,,25/09/2013,,,,17,28/06/2018,31/03/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/giotrif
Human,Tarceva,EMEA/H/C/000618,Authorised,,VR/0000256063,erlotinib,erlotinib,"Carcinoma, Non-Small-Cell Lung;Pancreatic Neoplasms",,No,L01EB02,,Antineoplastic agents,,"Non-small cell lung cancer (NSCLC) Tarceva is also indicated for switch maintenance treatment in patients with locally advanced or metastatic non-small cell lung cancer with EGFR activating mutations and stable disease after first-line chemotherapy. Tarceva is also indicated for the treatment of patients with locally advanced or metastatic non-small cell lung cancer after failure of at least one prior chemotherapy regimen. In patients with tumours without EGFR activating mutations, Tarceva is indicated when other treatment options are not considered suitable. When prescribing Tarceva, factors associated with prolonged survival should be taken into account. No survival benefit or other clinically relevant effects of the treatment have been demonstrated in patients with Epidermal Growth Factor Receptor (EGFR)-IHC - negative tumours. Pancreatic cancer Tarceva in combination with gemcitabine is indicated for the treatment of patients with metastatic pancreatic cancer. When prescribing Tarceva, factors associated with prolonged survival should be taken into account.",No,No,No,No,No,No,No,No,No,Cheplapharm Registration GmbH,2025/4/3,,,,,19/09/2005,,,,34,2018/9/8,2025/5/3,https://www.ema.europa.eu/en/medicines/human/EPAR/tarceva
Human,Docetaxel Accord,EMEA/H/C/002539,Authorised,,VR/0000246935,docetaxel,docetaxel,"Head and Neck Neoplasms;Carcinoma, Non-Small-Cell Lung;Adenocarcinoma;Prostatic Neoplasms;Breast Neoplasms",,No,L01CD02,,Antineoplastic agents,,"Breast cancer Docetaxel Accord in combination with doxorubicin and cyclophosphamide is indicated for the adjuvant treatment of patients with:  operable node-positive breast cancer; operable node-negative breast cancer.  For patients with operable node-negative breast cancer, adjuvant treatment should be restricted to patients eligible to receive chemotherapy according to internationally established criteria for primary therapy of early breast cancer. Docetaxel Accord in combination with doxorubicin is indicated for the treatment of patients with locally advanced or metastatic breast cancer who have not previously received cytotoxic therapy for this condition. Docetaxel Accord monotherapy is indicated for the treatment of patients with locally advanced or metastatic breast cancer after failure of cytotoxic therapy. Previous chemotherapy should have included an anthracycline or an alkylating agent. Docetaxel Accord in combination with trastuzumab is indicated for the treatment of patients with metastatic breast cancer whose tumours overexpress HER2 and who previously have not received chemotherapy for metastatic disease. Docetaxel Accord in combination with capecitabine is indicated for the treatment of patients with locally advanced or metastatic breast cancer after failure of cytotoxic chemotherapy. Previous therapy should have included an anthracycline. Non-small-cell lung cancer Docetaxel Accord is indicated for the treatment of patients with locally advanced or metastatic non-small-cell lung cancer after failure of prior chemotherapy. Docetaxel Accord in combination with cisplatin is indicated for the treatment of patients with unresectable, locally advanced or metastatic non-small-cell lung cancer, in patients who have not previously received chemotherapy for this condition. Prostate cancer Docetaxel Accord in combination with prednisone or prednisolone is indicated for the treatment of patients with hormone refractory metastatic prostate cancer. Gastric adenocarcinoma Docetaxel Accord in combination with cisplatin and 5-fluorouracil is indicated for the treatment of patients with metastatic gastric adenocarcinoma, including adenocarcinoma of the gastroesophageal junction, who have not received prior chemotherapy for metastatic disease. Head and neck cancer Docetaxel Accord in combination with cisplatin and 5-fluorouracil is indicated for the induction treatment of patients with locally advanced squamous cell carcinoma of the head and neck.",No,No,No,No,No,No,Yes,No,No,Accord Healthcare S.L.U.,2025/4/2,,,15/03/2012,,22/05/2012,,,,19,18/06/2018,13/02/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/docetaxel-accord
Human,Pemetrexed Fresenius Kabi,EMEA/H/C/003895,Authorised,,PSUSA/00002330/202402,pemetrexed,pemetrexed,"Carcinoma, Non-Small-Cell Lung;Mesothelioma",,No,L01BA04,,Antineoplastic agents,,Malignant pleural mesothelioma Pemetrexed Fresenius Kabi in combination with cisplatin is indicated for the treatment of chemotherapy naïve patients with unresectable malignant pleural mesothelioma. Non-small cell lung cancer Pemetrexed Fresenius Kabi in combination with cisplatin is indicated for the first line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology. Pemetrexed Fresenius Kabi is indicated as monotherapy for the maintenance treatment of locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology in patients whose disease has not progressed immediately following platinum-based chemotherapy. Pemetrexed Fresenius Kabi is indicated as monotherapy for the second line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology.,No,No,No,No,No,No,Yes,No,No,Fresenius Kabi Deutschland GmbH,19/12/2024,,,26/05/2016,,22/07/2016,,,,15,2018/6/7,2025/12/2,https://www.ema.europa.eu/en/medicines/human/EPAR/pemetrexed-fresenius-kabi
Human,Augtyro,EMEA/H/C/006005,Authorised,,,repotrectinib,repotrectinib,"Carcinoma, Non-Small-Cell Lung;Cancer",,No,L01EX28,,Antineoplastic agents,,"Augtyro as monotherapy is indicated for the treatment of adult patients with ROS1-positive advanced non-small cell lung cancer (NSCLC). Augtyro as monotherapy is indicated for the treatment of adult and paediatric patients 12 years of age and older with advanced solid tumours expressing a NTRK&nbsp;gene fusion, and  who have received a prior NTRK inhibitor, or&nbsp; have not received a prior NTRK inhibitor and treatment options not targeting NTRK provide limited clinical benefit, or have been exhausted (see sections 4.4 and 5.1)",No,Yes,No,No,Yes,No,No,No,No,Bristol-Myers Squibb Pharma EEIG,13/01/2025,,,14/11/2024,,13/01/2025,,,,,15/11/2024,28/01/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/augtyro
Human,Potactasol,EMEA/H/C/002282,Authorised,,IB/0022,topotecan,topotecan,Uterine Cervical Neoplasms;Small Cell Lung Carcinoma,,No,L01CE01,,Antineoplastic agents,,Topotecan monotherapy is indicated for the treatment of:- patients with metastatic carcinoma of the ovary after failure of first-line or subsequent therapy- patients with relapsed small cell lung cancer (SCLC) for whom re-treatment with the first-line regimen is not considered appropriate (see section 5.1). Topotecan in combination with cisplatin is indicated for patients with carcinoma of the cervix recurrent after radiotherapy and for patients with Stage IVB disease. Patients with prior exposure to cisplatin require a sustained treatment free interval to justify treatment with the combination (see section 5.1).,No,No,No,No,No,No,Yes,No,No,Actavis Group PTC ehf,17/01/2025,,,21/10/2010,,2011/6/1,,,,12,20/03/2018,20/01/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/potactasol
Human,Gavreto,EMEA/H/C/005413,Withdrawn,,T/0021,pralsetinib,pralsetinib,"Carcinoma, Non-Small-Cell Lung",,No,L01EX23,,Antineoplastic agents,,Gavreto is indicated as monotherapy for the treatment of adult patients with rearranged during transfection (RET) fusion-positive advanced non-small cell lung cancer (NSCLC) not previously treated with a RET inhibitor.,No,Yes,No,No,Yes,No,No,No,No,Blueprint Medicines (Netherlands) B.V.,17/07/2024,,,16/09/2021,,18/11/2021,,24/10/2024,,8,14/09/2021,17/01/2025,https://www.ema.europa.eu/en/medicines/human/EPAR/gavreto
Human,Vizimpro,EMEA/H/C/004779,Authorised,,IAIN/0012,dacomitinib,dacomitinib monohydrate,"Carcinoma, Non-Small-Cell Lung",,No,L01EB07,,Antineoplastic agents,,"Vizimpro, as monotherapy, is indicated for the first-line treatment of adult patients with locally advanced or metastatic non small cell lung cancer (NSCLC) with epidermal growth factor receptor (EGFR) activating mutations.",No,No,No,No,No,No,No,No,No,Pfizer Europe MA EEIG,2024/11/12,,,31/01/2019,,2019/2/4,,,,4,2019/5/6,17/12/2024,https://www.ema.europa.eu/en/medicines/human/EPAR/vizimpro
Human,Lumykras,EMEA/H/C/005522,Authorised,,II/0010/G,sotorasib,sotorasib,"Carcinoma, Non-Small-Cell Lung",,No,L01XX73,,Antineoplastic agents,,Lumykras as monotherapy is indicated for the treatment of adults with advanced non-small cell lung cancer (NSCLC) with KRAS G12C mutation and who have progressed after at least one prior line of systemic therapy.,No,Yes,No,No,Yes,No,No,No,No,Amgen Europe B.V.,21/10/2024,,,2021/11/11,,2022/6/1,,,,6,2021/10/11,2024/3/12,https://www.ema.europa.eu/en/medicines/human/EPAR/lumykras
Human,Pemetrexed Sandoz,EMEA/H/C/004011,Withdrawn,,N/0000224542,pemetrexed,pemetrexed disodium hemipentahydrate,"Carcinoma, Non-Small-Cell Lung;Mesothelioma",,No,L01BA04,,Antineoplastic agents,,Malignant pleural mesothelioma Pemetrexed Sandoz in combination with cisplatin is indicated for the treatment of chemotherapy naive patients with unresectable malignant pleural mesothelioma. Non-small cell lung cancer Pemetrexed Sandoz in combination with cisplatin is indicated for the first-line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology. Pemetrexed Sandoz is indicated as monotherapy for the maintenance treatment of locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology in patients whose disease has not progressed immediately following platinum-based chemotherapy. Pemetrexed Sandoz is indicated as monotherapy for the second-line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology.,No,No,No,No,No,No,Yes,No,No,Sandoz GmbH,2024/4/9,,,23/07/2015,,18/09/2015,,2024/9/10,,9,24/04/2018,2024/6/11,https://www.ema.europa.eu/en/medicines/human/EPAR/pemetrexed-sandoz
Human,Onbevzi,EMEA/H/C/005640,Withdrawn,,IB/0005,bevacizumab,bevacizumab,"Colorectal Neoplasms;Breast Neoplasms;Ovarian Neoplasms;Fallopian Tube Neoplasms;Peritoneal Neoplasms;Carcinoma, Non-Small-Cell Lung;Carcinoma, Renal Cell;Uterine Cervical Neoplasms",,No,L01FG01,,Antineoplastic agents,,"Onbevzi in combination with fluoropyrimidine-based chemotherapy is indicated for treatment of adult patients with metastatic carcinoma of the colon or rectum. Onbevzi in combination with paclitaxel is indicated for first-line treatment of adult patients with metastatic breast cancer. For further information as to human epidermal growth factor receptor 2 (HER2) status, please refer to section 5.1. Onbevzi in combination with capecitabine is indicated for first-line treatment of adult patients with metastatic breast cancer in whom treatment with other chemotherapy options including taxanes or anthracyclines is not considered appropriate. Patients who have received taxane and anthracycline containing regimens in the adjuvant setting within the last 12 months should be excluded from treatment with Onbevzi in combination with capecitabine. For further information as to HER2 status, please refer to section 5.1. Onbevzi, in addition to platinum-based chemotherapy, is indicated for first-line treatment of adult patients with unresectable advanced, metastatic or recurrent non-small cell lung cancer other than predominantly squamous cell histology. Onbevzi, in combination with erlotinib, is indicated for first-line treatment of adult patients with unresectable advanced, metastatic or recurrent non-squamous non-small cell lung cancer with Epidermal Growth Factor Receptor (EGFR) activating mutations. Onbevzi in combination with interferon alfa-2a is indicated for first line treatment of adult patients with advanced and/or metastatic renal cell cancer. Onbevzi, in combination with carboplatin and paclitaxel is indicated for the front-line treatment of adult patients with advanced (International Federation of Gynecology and Obstetrics (FIGO) stages III B, III C and IV) epithelial ovarian, fallopian tube, or primary peritoneal cancer. Onbevzi, in combination with carboplatin and gemcitabine or in combination with carboplatin and paclitaxel, is indicated for treatment of adult patients with first recurrence of platinum-sensitive epithelial ovarian, fallopian tube or primary peritoneal cancer who have not received prior therapy with bevacizumab or other VEGF inhibitors or VEGF receptor targeted agents. Onbevzi, in combination with topotecan, or pegylated liposomal doxorubicin is indicated for the treatment of adult patients with platinum-resistant recurrent epithelial ovarian, fallopian tube, or primary peritoneal cancer who received no more than two prior chemotherapy regimens and who have not received prior therapy with bevacizumab or other VEGF inhibitors or VEGF receptor targeted agents. Onbevzi, in combination with paclitaxel and cisplatin or, alternatively, paclitaxel and topotecan in patients who cannot receive platinum therapy, is indicated for the treatment of adult patients with persistent, recurrent, or metastatic carcinoma of the cervix.",No,Yes,No,Yes,No,No,No,No,No,Samsung Bioepis NL B.V.,2023/11/12,,,2020/12/11,,2021/11/1,,,,5,2021/5/3,24/10/2024,https://www.ema.europa.eu/en/medicines/human/EPAR/onbevzi
Human,Ciambra,EMEA/H/C/003788,Withdrawn,,IB/0008,pemetrexed,pemetrexed disodium hemipentahydrate,"Carcinoma, Non-Small-Cell Lung;Mesothelioma",,No,L01BA04,,Antineoplastic agents,,Malignant pleural mesothelioma Ciambra in combination with cisplatin is indicated for the treatment of chemotherapy naïve patients with unresectable malignant pleural mesothelioma. Non-small cell lung cancer Ciambra in combination with cisplatin is indicated for the first line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology. Ciambra is indicated as monotherapy for the maintenance treatment of locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology in patients whose disease has not progressed immediately following platinum-based chemotherapy. Ciambra is indicated as monotherapy for the second line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology.,No,No,No,No,No,No,Yes,No,No,Menarini International Operations Luxembourg S.A.,17/08/2022,,,24/09/2015,,2015/2/12,,2023/12/10,,7,2018/3/8,17/10/2024,https://www.ema.europa.eu/en/medicines/human/EPAR/ciambra
Human,Gefitinib Mylan,EMEA/H/C/004826,Withdrawn,,R/0008,gefitinib,gefitinib,"Carcinoma, Non-Small-Cell Lung",,No,L01XE02,,Antineoplastic agents;Protein kinase inhibitors,,Gefitinib Mylan is indicated as monotherapy for the treatment of adult patients with locally advanced or metastatic non small cell lung cancer (NSCLC) with activating mutations of EGFR TK.,No,No,No,No,No,No,Yes,No,No,Mylan Pharmaceuticals Limited,23/06/2023,,,26/07/2018,,27/09/2018,,27/09/2024,,7,2018/10/10,17/10/2024,https://www.ema.europa.eu/en/medicines/human/EPAR/gefitinib-mylan
Human,Tremelimumab AstraZeneca,EMEA/H/C/004650,Withdrawn,,IG1659,tremelimumab,tremelimumab,"Carcinoma, Non-Small-Cell Lung",,No,L01FX20,,Antineoplastic agents,,Tremelimumab AstraZeneca in combination with durvalumab and platinum-based chemotherapy is indicated for the first-line treatment of adults with metastatic non-small cell lung cancer (NSCLC) with no sensitising EGFR mutations or ALK positive mutations.,No,Yes,No,No,No,No,No,No,No,AstraZeneca AB,2023/4/9,,,15/12/2022,,20/02/2023,,,,1,2022/9/12,22/08/2024,https://www.ema.europa.eu/en/medicines/human/EPAR/tremelimumab-astrazeneca
Human,Tizveni,EMEA/H/C/005542,Withdrawn,,,tislelizumab,tislelizumab,"Carcinoma, Non-Small-Cell Lung",,No,L01FF09,,Antineoplastic agents,,"Non-small cell lung cancer (NSCLC)Tizveni in combination with pemetrexed and platinum-containing chemotherapy is indicated for the first-line treatment of adult patients with non-squamous non-small cell lung cancer whose tumours have PD-L1 expression on ≥50% of tumour cells with no EGFR or ALK positive mutations and who have:• locally advanced NSCLC and are not candidates for surgical resection or platinum-based chemoradiation, or• metastatic NSCLC.Tizveni in combination with carboplatin and either paclitaxel or nab-paclitaxel is indicated for the first-line treatment of adult patients with squamous non-small cell lung cancer who have:• locally advanced NSCLC and are not candidates for surgical resection or platinum-based chemoradiation, or• metastatic NSCLC.Tizveni as monotherapy is indicated for the treatment of adult patients with locally advanced or metastatic non-small cell lung cancer after prior platinum-based therapy. Patients with EGFR mutant or ALK positive NSCLC should also have received targeted therapies before receiving tislelizumab.",No,Yes,No,No,No,No,No,No,No,BeiGene Ireland Ltd,,,,22/02/2024,,19/04/2024,,,,,23/02/2024,2024/2/8,https://www.ema.europa.eu/en/medicines/human/EPAR/tizveni
Human,Taxotere,EMEA/H/C/000073,Authorised,,EMA/N/0000220958,docetaxel,docetaxel,"Head and Neck Neoplasms;Carcinoma, Non-Small-Cell Lung;Adenocarcinoma;Prostatic Neoplasms;Stomach Neoplasms;Breast Neoplasms",,No,L01CD02,,Antineoplastic agents,,"Breast cancer Taxotere in combination with doxorubicin and cyclophosphamide is indicated for the adjuvant treatment of patients with:  operable node-positive breast cancer; operable node-negative breast cancer.  For patients with operable node-negative breast cancer, adjuvant treatment should be restricted to patients eligible to receive chemotherapy according to internationally established criteria for primary therapy of early breast cancer. Taxotere in combination with doxorubicin is indicated for the treatment of patients with locally advanced or metastatic breast cancer who have not previously received cytotoxic therapy for this condition. Taxotere monotherapy is indicated for the treatment of patients with locally advanced ormetastatic breast cancer after failure of cytotoxic therapy. Previous chemotherapy should have included an anthracycline or an alkylating agent. Taxotere in combination with trastuzumab is indicated for the treatment of patients with metastatic breast cancer whose tumours overexpress HER2 and who previously have not received chemotherapy for metastatic disease. Taxotere in combination with capecitabine is indicated for the treatment of patients with locally advanced or metastatic breast cancer after failure of cytotoxic chemotherapy. Previous therapy should have included an anthracycline. Non-small-cell lung cancer Taxotere is indicated for the treatment of patients with locally advanced or metastatic non-small-cell lung cancer after failure of prior chemotherapy. Taxotere in combination with cisplatin is indicated for the treatment of patients with unresectable, locally advanced or metastatic non-small-cell lung cancer, in patients who have not previously received chemotherapy for this condition. Prostate cancer Taxotere in combination with prednisone or prednisolone is indicated for the treatment of patients with hormone refractory metastatic prostate cancer. Gastric adenocarcinoma Taxotere in combination with cisplatin and 5-fluorouracil is indicated for the treatment of patients with metastatic gastric adenocarcinoma, including adenocarcinoma of the gastroesophageal junction, who have not received prior chemotherapy for metastatic disease. Head and neck cancer Taxotere in combination with cisplatin and 5-fluorouracil is indicated for the induction treatment of patients with locally advanced squamous cell carcinoma of the head and neck.",No,No,No,No,No,No,No,No,No,Sanofi Winthrop Industrie,30/07/2024,,,1995/12/7,,27/11/1995,,,,52,2018/1/2,31/07/2024,https://www.ema.europa.eu/en/medicines/human/EPAR/taxotere
Human,Pemetrexed Krka,EMEA/H/C/003958,Withdrawn,,R/0009,pemetrexed,pemetrexed disodium,"Carcinoma, Non-Small-Cell Lung;Mesothelioma",,No,L01BA04,,Antineoplastic agents,,Malignant pleural mesothelioma Pemetrexed Krka in combination with cisplatin is indicated for the treatment of chemotherapy naïve patients with unresectable malignant pleural mesothelioma. Non-small cell lung cancer Pemetrexed Krka in combination with cisplatin is indicated for the first-line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology. Pemetrexed Krka is indicated as monotherapy for the maintenance treatment of locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology in patients whose disease has not progressed immediately following platinum-based chemotherapy. Pemetrexed Krka is indicated as monotherapy for the second-line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology.,No,No,No,No,No,No,Yes,No,No,KRKA d.d.,15/02/2023,,,22/03/2018,,22/05/2018,,,,6,22/05/2018,30/07/2024,https://www.ema.europa.eu/en/medicines/human/EPAR/pemetrexed-krka
